شماره کارت,شناسه دستگاه پوز,تاریخ تراکنش,مبلغ تراکنش(ریال),زمان تراکنش
5028066000003703,694900041319,1397/10/04,30000000,171734
5028066000003703,694900041319,1397/10/04,79480000,094713
5028066000003703,293800041701,1397/10/04,30000000,171934
5028066000003737,621400041119,1397/10/04,88560000,094349
5028066000003817,741200041619,1397/10/04,23360000,013722
5028066000003831,694900041919,1397/10/04,60000000,011708
5028066000003831,621400041019,1397/10/04,48000000,221019
5028066000003831,578500041601,1397/10/04,60000000,131727
5028066000003831,578500041301,1397/10/04,23360000,152539
5028066000003831,293800041601,1397/10/04,50000000,182339
5028067000000013,694900040719,1397/10/04,57000000,223101
5028067000000013,578500040901,1397/10/04,43000000,091741
5028067000000013,578500040901,1397/10/04,43000000,131721
5028067000000013,578500040101,1397/10/04,43000000,132321
5028067000000133,621400040119,1397/10/04,30000000,144757
5028067000000133,621400040019,1397/10/04,43000000,181029
5028067000000133,578500040801,1397/10/04,30000000,211721
5028067000000133,578500040801,1397/10/04,30000000,141757
5028067000000133,293800040001,1397/10/04,13100000,191804
5028067000000137,621400040519,1397/10/04,57000000,225105
5028067000000195,741200040719,1397/10/04,11440000,221642
5028067000000195,741200040719,1397/10/04,11440000,221959
5028067000000195,741200040119,1397/10/04,11440000,051757
5028067000000195,741200040119,1397/10/04,11440000,221742
5028067000000195,694900040419,1397/10/04,11440000,221659
5028067000000195,621400040919,1397/10/04,60000000,174208
5028067000000325,694900040419,1397/10/04,40000000,081438
5028067000000325,578500040901,1397/10/04,88560000,064242
5028067000000325,578500040301,1397/10/04,600000,165025
5028067000000451,293800040001,1397/10/04,70000000,212652
5028067000000474,741200040519,1397/10/04,52000000,110436
5028067000000540,741200040119,1397/10/04,60000000,071148
5028067000000540,694900040419,1397/10/04,600000,233753
5028067000000540,621400040419,1397/10/04,40000000,085639
5028067000000540,578500040601,1397/10/04,60000000,151717
5028067000000540,293800040801,1397/10/04,48000000,102240
5028067000000574,741200040219,1397/10/04,35180000,125328
5028067000000597,694900040019,1397/10/04,50000000,220711
5028067000000597,578500040401,1397/10/04,40000000,232919
5028067000000597,578500040301,1397/10/04,57000000,071733
5028067000000597,293800040001,1397/10/04,57000000,092604
5028067000000597,293800040001,1397/10/04,57000000,071433
5028067000000648,694900040419,1397/10/04,52000000,102824
5028067000000998,741200040719,1397/10/04,65000000,061725
5028067000000998,621400040619,1397/10/04,52000000,181513
5028067000000998,578500040901,1397/10/04,52000000,181713
5028067000000998,578500040901,1397/10/04,52000000,011750
5028067000000998,578500040101,1397/10/04,65000000,202805
5028067000000998,293800040801,1397/10/04,60000000,235506
5028067000001037,694900040219,1397/10/04,48000000,035618
5028067000001037,694900040219,1397/10/04,48000000,204606
5028067000001048,621400040619,1397/10/04,57000000,050445
5028067000001048,621400040319,1397/10/04,70000000,164359
5028067000001048,578500040601,1397/10/04,35000000,233829
5028067000001048,293800040901,1397/10/04,79480000,210732
5028067000001197,694900040219,1397/10/04,35000000,155318
5028067000001197,578500040101,1397/10/04,86900000,035526
5028067000001327,741200040719,1397/10/04,105000000,123435
5028067000001327,741200040719,1397/10/04,105000000,233309
5028067000001327,741200040419,1397/10/04,86900000,081513
5028067000001327,694900040319,1397/10/04,60000000,013226
5028067000001327,578500040201,1397/10/04,52000000,103058
5028067000001549,741200040419,1397/10/04,88560000,075847
5028067000001549,621400040019,1397/10/04,79480000,215732
5028067000001549,293800040501,1397/10/04,26600000,042836
5028067000001568,621400040519,1397/10/04,50000000,093920
5028067000001568,578500040601,1397/10/04,57000000,170753
5028067000001568,293800040901,1397/10/04,57000000,201737
5028067000001568,293800040001,1397/10/04,50000000,011707
5028067000001568,293800040001,1397/10/04,50000000,091720
5028067000001679,694900040219,1397/10/04,20520000,142110
5028067000001679,621400040919,1397/10/04,26600000,123214
5028067000001679,621400040919,1397/10/04,26600000,231831
5028067000001679,578500040801,1397/10/04,65000000,042749
5028067000001679,293800040701,1397/10/04,26600000,231731
5028067000001821,741200040419,1397/10/04,35180000,210125
5028067000001821,694900040719,1397/10/04,43000000,041536
5028067000001821,694900040319,1397/10/04,35180000,211725
5028067000001821,694900040319,1397/10/04,35180000,101748
5028067000001821,293800040701,1397/10/04,60000000,100359
5028067000001904,694900040219,1397/10/04,30000000,201712
5028067000001904,293800040801,1397/10/04,76640000,033630
5028067000001927,694900040219,1397/10/04,65000000,011720
5028067000001927,694900040219,1397/10/04,65000000,061717
5028067000001927,578500040701,1397/10/04,76640000,031716
5028067000001927,578500040701,1397/10/04,76640000,051733
5028067000001927,293800040801,1397/10/04,65000000,064717
5028067000001998,578500040201,1397/10/04,76640000,232551
5028067000002111,621400041019,1397/10/04,30000000,191036
5028067000002111,578500041201,1397/10/04,88560000,192632
5028067000002216,694900041619,1397/10/04,26600000,152243
5028067000002297,578500041001,1397/10/04,43000000,093040
5028067000002436,741200041219,1397/10/04,73400000,192409
5028067000002436,578500041801,1397/10/04,76640000,011758
5028067000002436,578500041801,1397/10/04,76640000,121738
5028067000002436,578500041701,1397/10/04,76640000,121438
5028067000002445,741200041719,1397/10/04,79820000,062035
5028067000002445,694900041819,1397/10/04,64820000,182536
5028067000002445,293800041001,1397/10/04,30000000,004625
5028067000002587,741200041419,1397/10/04,43000000,055635
5028067000002608,694900041719,1397/10/04,26600000,062757
5028067000002608,694900041319,1397/10/04,48000000,051705
5028067000002608,694900041319,1397/10/04,48000000,111759
5028067000002608,621400041219,1397/10/04,48000000,053205
5028067000002608,578500041901,1397/10/04,13100000,181756
5028067000002749,741200041219,1397/10/04,600000,225455
5028067000002749,621400041819,1397/10/04,76640000,104616
5028067000002799,694900041219,1397/10/04,20520000,050718
5028067000002799,578500041501,1397/10/04,79820000,214301
5028067000002908,621400041919,1397/10/04,23360000,005631
5028067000002908,578500041901,1397/10/04,64820000,031858
5028067000002908,578500041201,1397/10/04,52000000,082125
5028067000002908,293800041801,1397/10/04,79820000,114337
5028067000003017,741200041419,1397/10/04,88560000,100144
5028067000003017,694900041919,1397/10/04,20180000,155854
5028067000003017,621400041619,1397/10/04,13100000,010615
5028067000003017,578500041001,1397/10/04,20520000,164617
5028067000003017,293800041601,1397/10/04,105000000,195229
5028067000003017,293800041401,1397/10/04,105000000,191729
5028067000003158,694900041819,1397/10/04,50000000,031358
5028067000003158,694900041319,1397/10/04,26600000,011753
5028067000003158,694900041319,1397/10/04,26600000,211709
5028067000003158,694900041119,1397/10/04,26600000,210409
5028067000003158,293800041101,1397/10/04,50000000,151752
5028067000003344,694900041919,1397/10/04,48000000,204256
5028067000003620,621400041919,1397/10/04,64820000,000414
5028067000003656,741200041419,1397/10/04,26600000,193142
5028067000003656,741200041219,1397/10/04,20180000,083334
5028067000003656,741200041119,1397/10/04,43000000,023639
5028067000003656,578500041401,1397/10/04,60000000,184738
5028067000003689,694900041319,1397/10/04,26600000,181841
5028067000003689,621400041019,1397/10/04,26600000,042407
5028067000003689,578500041401,1397/10/04,50000000,112122
5028067000003689,293800041201,1397/10/04,57000000,104326
5028067000003689,293800041001,1397/10/04,35000000,125324
5028067000003777,741200041819,1397/10/04,52000000,050630
5028067000003777,741200041519,1397/10/04,23360000,140802
5028067000003777,578500041201,1397/10/04,35180000,164410
5028068000000009,578500040101,1397/10/04,86900000,010737
5028068000000009,293800040401,1397/10/04,11440000,125402
5028068000000163,694900040719,1397/10/04,79480000,170234
5028068000000163,694900040619,1397/10/04,40000000,174817
5028068000000163,694900040319,1397/10/04,64820000,003812
5028068000000163,578500040801,1397/10/04,600000,185316
5028068000000173,694900040419,1397/10/04,73400000,082052
5028068000000173,694900040019,1397/10/04,35000000,091608
5028068000000173,293800040501,1397/10/04,86900000,111122
5028068000000253,741200040419,1397/10/04,43000000,024409
5028068000000253,694900040319,1397/10/04,11440000,221750
5028068000000253,621400040919,1397/10/04,11440000,082457
5028068000000253,578500040201,1397/10/04,13100000,140522
5028068000000254,621400040319,1397/10/04,20520000,004339
5028068000000254,578500040301,1397/10/04,105000000,105328
5028068000000254,578500040301,1397/10/04,105000000,125649
5028068000000254,293800040501,1397/10/04,65000000,152105
5028068000000254,293800040201,1397/10/04,79480000,223703
5028068000000261,621400040019,1397/10/04,30000000,024546
5028068000000261,621400040019,1397/10/04,70000000,184438
5028068000000261,293800040501,1397/10/04,65000000,113758
5028068000000367,741200040419,1397/10/04,64820000,143329
5028068000000367,694900040619,1397/10/04,76640000,171755
5028068000000367,694900040619,1397/10/04,76640000,191756
5028068000000367,621400040519,1397/10/04,40000000,203821
5028068000000367,621400040319,1397/10/04,70000000,051304
5028068000000417,694900040219,1397/10/04,79820000,155940
5028068000000417,578500040201,1397/10/04,70000000,180534
5028068000000493,621400040519,1397/10/04,86900000,205027
5028068000000493,293800040101,1397/10/04,35180000,024009
5028068000001154,694900040919,1397/10/04,105000000,071835
5028068000001154,694900040219,1397/10/04,40000000,180631
5028068000001154,621400040519,1397/10/04,105000000,225052
5028068000001154,621400040019,1397/10/04,48000000,091715
5028068000001154,621400040019,1397/10/04,48000000,231722
5028068000001174,293800040801,1397/10/04,43000000,074817
5028068000001174,293800040701,1397/10/04,73400000,211234
5028068000001187,694900040119,1397/10/04,35000000,101545
5028068000001187,621400040119,1397/10/04,105000000,023022
5028068000001187,621400040119,1397/10/04,105000000,192240
5028068000001187,578500040801,1397/10/04,20520000,004123
5028068000001187,578500040301,1397/10/04,20180000,015508
5028068000001187,293800040001,1397/10/04,40000000,191737
5028068000001216,741200040319,1397/10/04,52000000,164327
5028068000001216,694900040619,1397/10/04,57000000,030111
5028068000001216,694900040219,1397/10/04,23360000,233818
5028068000001216,293800040401,1397/10/04,35180000,190517
5028068000001341,621400040619,1397/10/04,57000000,064849
5028068000001341,621400040619,1397/10/04,57000000,201244
5028068000001341,621400040519,1397/10/04,57000000,201744
5028068000001341,578500040901,1397/10/04,50000000,202705
5028068000001341,578500040601,1397/10/04,70000000,201637
5028068000001526,578500040901,1397/10/04,50000000,154814
5028068000001536,621400040719,1397/10/04,26600000,155752
5028068000001655,741200040119,1397/10/04,50000000,174626
5028068000001655,621400040119,1397/10/04,65000000,173345
5028068000001722,741200040719,1397/10/04,52000000,054934
5028068000001722,741200040119,1397/10/04,76640000,211905
5028068000001722,621400040219,1397/10/04,13100000,204813
5028068000001722,578500040801,1397/10/04,43000000,202652
5028068000001722,578500040601,1397/10/04,40000000,162203
5028068000001851,578500040001,1397/10/04,35000000,211929
5028068000002022,694900041819,1397/10/04,64820000,113417
5028068000002022,694900041619,1397/10/04,30000000,022151
5028068000002022,621400041519,1397/10/04,48000000,045523
5028068000002022,293800041201,1397/10/04,52000000,234211
5028068000002070,694900041319,1397/10/04,20180000,174526
5028068000002070,578500041401,1397/10/04,20180000,151649
5028068000002070,578500041401,1397/10/04,20180000,171626
5028068000002070,578500041301,1397/10/04,20180000,171726
5028068000002070,578500041301,1397/10/04,20180000,181705
5028068000002070,293800041801,1397/10/04,40000000,033024
5028068000002146,293800041901,1397/10/04,30000000,035441
5028068000002197,621400041519,1397/10/04,26600000,220257
5028068000002252,694900041819,1397/10/04,26600000,230843
5028068000002252,621400041219,1397/10/04,79480000,013139
5028068000002268,741200041719,1397/10/04,76640000,095942
5028068000002268,621400041919,1397/10/04,40000000,210919
5028068000002369,741200041419,1397/10/04,35000000,052925
5028068000002369,741200041219,1397/10/04,88560000,031741
5028068000002369,694900041119,1397/10/04,86900000,152339
5028068000002459,621400041019,1397/10/04,86900000,123218
5028068000002459,578500041401,1397/10/04,64820000,200741
5028068000002459,578500041301,1397/10/04,23360000,165846
5028068000002459,293800041801,1397/10/04,57000000,020426
5028068000002615,694900041119,1397/10/04,57000000,082448
5028068000002615,621400041019,1397/10/04,20520000,131244
5028068000002615,578500041901,1397/10/04,88560000,104118
5028068000002615,578500041201,1397/10/04,65000000,174054
5028068000002812,578500041001,1397/10/04,48000000,052311
5028068000002812,578500041001,1397/10/04,48000000,165241
5028068000002812,578500041001,1397/10/04,57000000,201647
5028068000002812,578500041001,1397/10/04,76640000,021814
5028068000002977,694900041319,1397/10/04,70000000,185541
5028068000002977,694900041019,1397/10/04,70000000,121706
5028068000002977,694900041019,1397/10/04,70000000,181741
5028068000003021,694900041019,1397/10/04,20180000,124722
5028068000003081,741200041719,1397/10/04,600000,013543
5028068000003081,621400041519,1397/10/04,48000000,073619
5028068000003081,621400041219,1397/10/04,60000000,223727
5028068000003081,578500041801,1397/10/04,52000000,044412
5028068000003127,741200041119,1397/10/04,35000000,151505
5028068000003127,741200041019,1397/10/04,57000000,141040
5028068000003127,293800041601,1397/10/04,35000000,151705
5028068000003127,293800041601,1397/10/04,35000000,031710
5028068000003244,741200041219,1397/10/04,50000000,121138
5028068000003244,694900041719,1397/10/04,79820000,000502
5028068000003244,694900041119,1397/10/04,79820000,111756
5028068000003244,621400041119,1397/10/04,70000000,030121
5028068000003244,578500041601,1397/10/04,79480000,002726
5028068000003262,694900041819,1397/10/04,70000000,202527
5028068000003262,621400041719,1397/10/04,35180000,025946
5028068000003262,621400041519,1397/10/04,76640000,112538
5028068000003310,741200041819,1397/10/04,40000000,171844
5028068000003310,578500041801,1397/10/04,52000000,015508
5028068000003411,741200041419,1397/10/04,52000000,221431
5028068000003411,741200041219,1397/10/04,79820000,132317
5028068000003411,293800041901,1397/10/04,43000000,215028
5028068000003411,293800041301,1397/10/04,13100000,233112
5028068000003411,293800041001,1397/10/04,23360000,044554
5028068000003418,621400041519,1397/10/04,76640000,161439
5028068000003554,621400041719,1397/10/04,20520000,011751
5028068000003554,578500041801,1397/10/04,70000000,221720
5028068000003554,578500041401,1397/10/04,20520000,041617
5028068000003554,578500041401,1397/10/04,20520000,011651
5028068000003554,293800041901,1397/10/04,20180000,013832
5028068000003554,293800041001,1397/10/04,20520000,041917
5028068000003556,694900041619,1397/10/04,600000,084109
5028068000003556,694900041319,1397/10/04,105000000,152850
5028068000003556,694900041319,1397/10/04,105000000,214522
5028068000003556,621400041519,1397/10/04,11440000,194233
5028068000003556,293800041301,1397/10/04,20520000,105535
5028068000003584,741200041119,1397/10/04,64820000,231733
5028068000003584,741200041119,1397/10/04,64820000,211759
5028068000003584,694900041719,1397/10/04,64820000,211859
5028068000003584,694900041319,1397/10/04,60000000,101623
5028068000003584,578500041401,1397/10/04,20180000,042928
5028068000003956,694900041819,1397/10/04,76640000,194644
5028069000000062,578500040601,1397/10/04,64820000,224756
5028069000000062,293800040401,1397/10/04,43000000,153329
5028069000000109,621400040019,1397/10/04,52000000,121013
5028069000000109,578500040201,1397/10/04,70000000,080620
5028069000000192,293800040401,1397/10/04,60000000,124720
5028069000000663,694900040919,1397/10/04,30000000,024046
5028069000000663,621400040019,1397/10/04,40000000,093505
5028069000000663,578500040801,1397/10/04,40000000,041711
5028069000000663,578500040801,1397/10/04,40000000,091705
5028069000000663,293800040001,1397/10/04,79820000,012907
5028069000000819,694900040619,1397/10/04,76640000,165030
5028069000000819,621400040519,1397/10/04,13100000,001601
5028069000000819,621400040519,1397/10/04,13100000,041610
5028069000000819,621400040519,1397/10/04,13100000,041810
5028069000000819,621400040519,1397/10/04,13100000,091645
5028069000000819,578500040401,1397/10/04,13100000,041710
5028069000000847,293800040301,1397/10/04,88560000,202420
5028069000001018,741200040119,1397/10/04,48000000,084953
5028069000001018,694900040619,1397/10/04,57000000,074540
5028069000001018,694900040219,1397/10/04,30000000,025220
5028069000001018,578500040601,1397/10/04,86900000,041225
5028069000001018,578500040301,1397/10/04,52000000,225256
5028069000001028,741200040419,1397/10/04,73400000,090202
5028069000001028,694900040719,1397/10/04,23360000,060144
5028069000001028,694900040719,1397/10/04,23360000,094859
5028069000001028,694900040219,1397/10/04,50000000,045206
5028069000001028,578500040701,1397/10/04,23360000,091759
5028069000001061,621400040119,1397/10/04,65000000,003654
5028069000001080,741200040519,1397/10/04,20520000,092140
5028069000001080,621400040519,1397/10/04,43000000,033027
5028069000001080,621400040019,1397/10/04,20520000,061709
5028069000001080,621400040019,1397/10/04,20520000,091740
5028069000001163,741200040519,1397/10/04,79480000,122828
5028069000001163,694900040719,1397/10/04,50000000,220401
5028069000001163,621400040819,1397/10/04,57000000,135926
5028069000001163,621400040019,1397/10/04,13100000,224703
5028069000001469,694900040019,1397/10/04,79820000,201714
5028069000001469,621400040519,1397/10/04,20520000,235404
5028069000001469,621400040219,1397/10/04,43000000,025929
5028069000001469,578500040801,1397/10/04,40000000,101234
5028069000001469,293800040701,1397/10/04,600000,022210
5028069000001489,694900040719,1397/10/04,64820000,175946
5028069000001489,621400040919,1397/10/04,65000000,211544
5028069000001489,578500040701,1397/10/04,52000000,132734
5028069000001489,578500040301,1397/10/04,65000000,161741
5028069000001489,293800040501,1397/10/04,600000,045036
5028069000001598,741200040419,1397/10/04,79820000,053330
5028069000001598,621400040919,1397/10/04,86900000,102734
5028069000001598,621400040619,1397/10/04,20180000,152354
5028069000001610,578500040301,1397/10/04,70000000,232636
5028069000001610,293800040301,1397/10/04,35180000,092109
5028069000001610,293800040201,1397/10/04,60000000,044950
5028069000001676,741200040719,1397/10/04,30000000,001532
5028069000001676,621400040519,1397/10/04,30000000,001732
5028069000001676,621400040519,1397/10/04,30000000,051751
5028069000001676,621400040519,1397/10/04,52000000,083206
5028069000001676,293800040901,1397/10/04,13100000,152224
5028069000001683,694900040919,1397/10/04,50000000,051718
5028069000001683,694900040019,1397/10/04,13100000,010956
5028069000001683,621400040519,1397/10/04,40000000,001751
5028069000001683,578500040701,1397/10/04,50000000,052518
5028069000001683,578500040701,1397/10/04,50000000,104319
5028069000001708,621400040119,1397/10/04,79820000,214336
5028069000001708,578500040901,1397/10/04,86900000,073050
5028069000001708,578500040901,1397/10/04,86900000,214918
5028069000001708,578500040301,1397/10/04,26600000,155147
5028069000001708,293800040001,1397/10/04,86900000,071750
5028069000001835,293800040201,1397/10/04,35180000,013504
5028069000001905,293800040701,1397/10/04,13100000,011934
5028069000002027,741200041719,1397/10/04,50000000,165907
5028069000002027,578500041001,1397/10/04,86900000,021250
5028069000002031,694900041819,1397/10/04,79480000,021927
5028069000002031,694900041819,1397/10/04,79480000,141937
5028069000002031,621400041719,1397/10/04,76640000,082147
5028069000002031,621400041119,1397/10/04,79480000,021727
5028069000002031,578500041201,1397/10/04,35180000,221122
5028069000002039,741200041419,1397/10/04,50000000,212309
5028069000002039,741200041419,1397/10/04,64820000,035034
5028069000002039,578500041001,1397/10/04,57000000,105054
5028069000002039,293800041201,1397/10/04,65000000,053542
5028069000002116,578500041401,1397/10/04,86900000,063654
5028069000002116,578500041001,1397/10/04,79480000,092655
5028069000002116,578500041001,1397/10/04,79480000,202636
5028069000002116,293800041101,1397/10/04,79820000,110754
5028069000002200,578500041101,1397/10/04,64820000,142111
5028069000002202,621400041019,1397/10/04,23360000,151757
5028069000002202,578500041601,1397/10/04,40000000,002349
5028069000002202,293800041901,1397/10/04,23360000,153157
5028069000002202,293800041901,1397/10/04,23360000,154740
5028069000002202,293800041901,1397/10/04,20520000,005006
5028069000002220,694900041719,1397/10/04,600000,011318
5028069000002438,741200041219,1397/10/04,86900000,160842
5028069000002438,293800041701,1397/10/04,88560000,002811
5028069000002438,293800041701,1397/10/04,88560000,225805
5028069000002438,293800041001,1397/10/04,88560000,221705
5028069000002449,741200041719,1397/10/04,88560000,112137
5028069000002449,694900041219,1397/10/04,86900000,145826
5028069000002449,578500041701,1397/10/04,76640000,090308
5028069000002559,293800041901,1397/10/04,23360000,195902
5028069000002567,741200041719,1397/10/04,105000000,131715
5028069000002567,694900041819,1397/10/04,88560000,184613
5028069000002567,578500041601,1397/10/04,105000000,105441
5028069000002567,578500041501,1397/10/04,40000000,175554
5028069000002567,293800041801,1397/10/04,73400000,021409
5028069000002584,694900041619,1397/10/04,60000000,004001
5028069000002584,694900041319,1397/10/04,20520000,161334
5028069000002584,621400041119,1397/10/04,35000000,131755
5028069000002584,621400041119,1397/10/04,35000000,201714
5028069000002584,293800041601,1397/10/04,35000000,130955
5028069000002672,578500041201,1397/10/04,43000000,035447
5028069000002672,578500041001,1397/10/04,60000000,054227
5028069000002672,293800041601,1397/10/04,70000000,115351
5028069000002672,293800041201,1397/10/04,600000,064215
5028069000002722,741200041719,1397/10/04,30000000,143624
5028069000002722,578500041301,1397/10/04,88560000,062058
5028069000002784,741200041419,1397/10/04,23360000,013101
5028069000002784,694900041319,1397/10/04,30000000,154839
5028069000002849,694900041719,1397/10/04,600000,210245
5028069000002849,621400041519,1397/10/04,26600000,023006
5028069000002849,621400041519,1397/10/04,26600000,191033
5028069000002849,578500041901,1397/10/04,13100000,201803
5028069000002849,578500041001,1397/10/04,26600000,021706
5028069000003039,694900041719,1397/10/04,40000000,073943
5028069000003039,694900041319,1397/10/04,88560000,033222
5028069000003039,578500041001,1397/10/04,70000000,045021
5028069000003039,293800041601,1397/10/04,60000000,204234
5028069000003077,694900041819,1397/10/04,76640000,070608
5028069000003099,741200041719,1397/10/04,50000000,064705
5028069000003099,293800041901,1397/10/04,86900000,025918
5028069000003377,694900041219,1397/10/04,20180000,014135
5028069000003377,293800041901,1397/10/04,88560000,021806
5028069000003390,741200041819,1397/10/04,88560000,115416
5028069000003390,578500041701,1397/10/04,20520000,064020
5028069000003390,578500041301,1397/10/04,40000000,174419
5028069000003398,694900041319,1397/10/04,76640000,040820
5028069000003398,578500041701,1397/10/04,50000000,070709
5028069000003398,578500041601,1397/10/04,600000,075718
5028069000003398,578500041401,1397/10/04,73400000,182405
5028069000003433,694900041719,1397/10/04,40000000,191524
5028069000003433,694900041019,1397/10/04,79480000,113112
5028069000003433,621400041219,1397/10/04,52000000,192226
5028069000003433,578500041201,1397/10/04,76640000,040249
5028069000003669,694900041719,1397/10/04,20520000,045749
5028069000003669,293800041301,1397/10/04,88560000,055547
5028069000003855,694900041719,1397/10/04,86900000,035401
5028069000003855,578500041501,1397/10/04,57000000,215244
5028069000003855,293800041601,1397/10/04,57000000,211722
5028069000003883,694900041319,1397/10/04,73400000,102152
5028069000003883,621400041219,1397/10/04,88560000,041730
5028069000003883,621400041219,1397/10/04,88560000,171738
5028069000003883,293800041401,1397/10/04,20520000,001844
5028069000003883,293800041101,1397/10/04,65000000,085450
5028069000003921,578500041601,1397/10/04,60000000,201908
5028069000003921,578500041401,1397/10/04,79480000,230618
5028069000003921,578500041201,1397/10/04,30000000,121924
5028069000003921,293800041401,1397/10/04,50000000,154658
5028069000003923,741200041219,1397/10/04,35180000,165158
5028069000003923,621400041119,1397/10/04,43000000,063232
5028069000003923,621400041019,1397/10/04,64820000,003459
5028069000003980,694900041619,1397/10/04,79480000,142805
5028069000003980,293800041901,1397/10/04,43000000,134117
5028069000003980,293800041901,1397/10/04,43000000,155527
5029080000099089,379970006019,1397/10/04,636000,205734
5029080000099108,959950026319,1397/10/04,1905000,193211
5029080000099309,541601003301,1397/10/04,3675000,034125
5029080000099373,210630021519,1397/10/04,7504780,041501
5029080000099416,921040031201,1397/10/04,636000,133022
5029080000099466,198620019119,1397/10/04,8000000,101418
5029080000099692,210610023919,1397/10/04,3000000,050249
5029080000099717,960701002519,1397/10/04,3675000,030311
5029080000099737,934690008519,1397/10/04,4563000,224527
5029080000099758,802320032419,1397/10/04,4095000,035638
5029080000099823,198630002219,1397/10/04,636000,050412
5029080000099826,578501003601,1397/10/04,8000000,110456
5029080000099869,802310002519,1397/10/04,3900000,112249
5029080000099930,377020030719,1397/10/04,4563000,005857
5029080000099965,376930035119,1397/10/04,7504780,213431
5029080000100081,280610002501,1397/10/04,636000,120409
5029080000100107,280620013501,1397/10/04,2631000,235954
5029080000100238,280670015601,1397/10/04,8708000,211738
5029080000100426,043301002019,1397/10/04,4095000,145441
5029080000100654,210610015119,1397/10/04,7504780,134708
5029080000100927,280690020301,1397/10/04,3675000,111943
5029080000101035,921070037001,1397/10/04,636000,221338
5029080000101434,376990001719,1397/10/04,3369000,132324
5029080000101474,580101004001,1397/10/04,3900000,022613
5029080000101688,198630034319,1397/10/04,4952200,200747
5029080000101807,043380002619,1397/10/04,5364000,202351
5029080000101823,934600034919,1397/10/04,3369000,002336
5029080000101903,198650039819,1397/10/04,7504780,081426
5029080000102031,934620032719,1397/10/04,4095000,073416
5029080000102114,741201002019,1397/10/04,4095000,101615
5029080000102161,043380015319,1397/10/04,8708000,164122
5029080000102161,043380015319,1397/10/04,8708000,194032
5029080000102178,802370010619,1397/10/04,3000000,174801
5029080000102179,043310004719,1397/10/04,4563000,062347
5029080000102193,934640039419,1397/10/04,7504780,054019
5029080000102363,959980001919,1397/10/04,4563000,131750
5029080000102363,934650012419,1397/10/04,3900000,150404
5029080000102363,198620004819,1397/10/04,4563000,114119
5029080000102363,198620004819,1397/10/04,4563000,131650
5029080000102485,280670027901,1397/10/04,4563000,204008
5029080000102486,377050036619,1397/10/04,2631000,023214
5029080000102588,921080004701,1397/10/04,8000000,221950
5029080000102626,280601005001,1397/10/04,5364000,031926
5029080000102747,376900008319,1397/10/04,636000,033340
5029080000102819,959950027019,1397/10/04,3369000,031043
5029080000102862,379930011419,1397/10/04,4095000,195638
5029080000103205,376980027019,1397/10/04,636000,172508
5029080000103453,043330038919,1397/10/04,636000,073556
5029080000103475,377010038919,1397/10/04,8708000,131415
5029080000103613,379910018819,1397/10/04,3900000,121652
5029080000103616,280650028301,1397/10/04,2325000,153132
5029080000103702,043340001519,1397/10/04,636000,213333
5029080000103702,043310036819,1397/10/04,2631000,162802
5029080000103715,210640037219,1397/10/04,4095000,153449
5029080000104736,802340025319,1397/10/04,7504780,052836
5029080000104957,802390008319,1397/10/04,3675000,172053
5029080000105218,802340025319,1397/10/04,4952200,092736
5029080000105218,280680020701,1397/10/04,2000000,141408
5029080000105272,280620013401,1397/10/04,4095000,030131
5029080000105389,280680030801,1397/10/04,636000,215819
5029080000105389,280680001,1397/10/04,2000000,213410
5029080000105389,043350004419,1397/10/04,2000000,051752
5029080000105489,280690022001,1397/10/04,8708000,153642
5029080000105743,210660001019,1397/10/04,7504780,011433
5029080000106378,198690016819,1397/10/04,7504780,151746
5029080000106467,210600025019,1397/10/04,7504780,223939
5029080000106505,377070011119,1397/10/04,5364000,001853
5029080000106525,280660028301,1397/10/04,5364000,221026
5029080000106597,379960017519,1397/10/04,8708000,021647
5029080000106633,741201002619,1397/10/04,636000,175141
5029080000106815,921050002201,1397/10/04,2100000,000520
5029080000106943,417220009001,1397/10/04,636000,173823
5029080000106960,921000033701,1397/10/04,3369000,115319
5029080000106960,921000033701,1397/10/04,3369000,171827
5029080000106960,376960026019,1397/10/04,4095000,013727
5029380000001007,621400041519,1397/10/04,1550000,134040
5029380000001124,621400041719,1397/10/04,2520000,002016
5029380000004000,802380042119,1397/10/04,1056000,161704
5029380000004000,621400042019,1397/10/04,117500000,131752
5029380000004000,578500042001,1397/10/04,106550000,161014
5029380000004000,578500042001,1397/10/04,106550000,171742
5029380000004000,043310042319,1397/10/04,1056000,164604
5029380000004000,043310042319,1397/10/04,1056000,140244
5029380000004003,578500042001,1397/10/04,105720000,121734
5029380000004003,578500042001,1397/10/04,105720000,124234
5029380000004003,578500042001,1397/10/04,105720000,131630
5029380000004003,578500042001,1397/10/04,105720000,134130
5029380000004003,376980042119,1397/10/04,1056000,225740
5029380000004003,293800042001,1397/10/04,110260000,013120
5029380000004006,621400042019,1397/10/04,105000000,081831
5029380000004006,621400042019,1397/10/04,105000000,213042
5029380000004006,621400042019,1397/10/04,110090000,095645
5029380000004006,621400042019,1397/10/04,110260000,051723
5029380000004006,578500042001,1397/10/04,110260000,224931
5029380000004006,210640042319,1397/10/04,1056000,000841
5029380000004017,621400042019,1397/10/04,105000000,011755
5029380000004017,621400042019,1397/10/04,105000000,061712
5029380000004017,621400042019,1397/10/04,105000000,231713
5029380000004017,578500042001,1397/10/04,105000000,065512
