شماره کارت,شناسه دستگاه ATM,زمان,تاریخ
5054160000099304,372291,032442,1397/10/02
6037697000002579,372291,034116,1397/10/02
6276480000099874,372291,044014,1397/10/02
6362140000004057,372291,051022,1397/10/02
5028060000104734,372291,061507,1397/10/02
6104336000003949,372291,064450,1397/10/02
5057850000004065,372291,074817,1397/10/02
6274120000004053,372291,081323,1397/10/02
6221069000001895,372291,091428,1397/10/02
6274120000004013,372291,093556,1397/10/02
6362140000004153,372291,094713,1397/10/02
6104336000001370,372388,104738,1397/10/03
6104331000000470,372388,011102,1397/10/03
6219868000003826,372388,111122,1397/10/03
6221062000000601,372388,120913,1397/10/03
6393460000099374,372388,123242,1397/10/03
6104336000003795,372388,132810,1397/10/03
6037700000100441,372388,140455,1397/10/03
6274120000004101,372388,150721,1397/10/03
6367950000106516,372388,153015,1397/10/03
6395993000002500,372388,161717,1397/10/03
6279610000102730,372388,164327,1397/10/03
6104334000003846,372388,172855,1397/10/03
6104337000002502,372388,175213,1397/10/03
6104330000099356,372388,185723,1397/10/03
6362140000004058,372388,192318,1397/10/03
5028061000002286,372388,202051,1397/10/03
6395990000001780,372388,204148,1397/10/03
6037705000002204,372388,020654,1397/10/03
5057850000004184,372388,214002,1397/10/03
6273810000101589,372388,220918,1397/10/03
6221069000003167,372388,022220,1397/10/03
6221065000003957,372388,230411,1397/10/03
6393700000100119,372388,232605,1397/10/03
5892108000002011,372388,032442,1397/10/03
6037702000002234,372388,034116,1397/10/03
6280230000104079,372388,044014,1397/10/03
6393460000104294,372388,051022,1397/10/03
5028063000000224,372388,061507,1397/10/03
6221067000003561,372388,064450,1397/10/03
5057850000004167,372388,074817,1397/10/03
6281570000100299,372388,081323,1397/10/03
6280237000003666,372388,091428,1397/10/03
6274120000004120,372388,093556,1397/10/03
6395990000001856,372388,094713,1397/10/03
6221067000000592,372485,104738,1397/10/11
6104335000000434,372485,011102,1397/10/11
6221062000002651,372485,111122,1397/10/11
6274120000004187,372485,120913,1397/10/11
6393465000003731,372485,123242,1397/10/11
6221067000003217,372485,132810,1397/10/11
6104330000000047,372485,140455,1397/10/11
6281570000106122,372485,150721,1397/10/11
6369490000004131,372485,153015,1397/10/11
6395999000002170,372485,161717,1397/10/11
6362140000004177,372485,164327,1397/10/11
6221061000001793,372485,172855,1397/10/11
6221068000002455,372485,175213,1397/10/11
6104333000003467,372485,185723,1397/10/11
6393461000000105,372485,192318,1397/10/11
5029380000004197,372485,202051,1397/10/04
5028068000000493,372485,204217,1397/10/04
6104336000002674,372485,020654,1397/10/04
6037695000002917,372485,214002,1397/10/04
6274120000004082,372485,220918,1397/10/04
6274120000004029,372485,022220,1397/10/04
6277600000102788,372485,230411,1397/10/04
5028064000001925,372485,232607,1397/10/04
6037690000102705,372485,032442,1397/10/04
6104330000102793,372485,034116,1397/10/04
6362140000106819,372485,044014,1397/10/04
6393468000000853,372485,051022,1397/10/04
5041722000002566,372485,061507,1397/10/04
6280235000002316,372485,064450,1397/10/04
6037694000002585,372485,074817,1397/10/04
6362140000004063,372485,081323,1397/10/04
6393460000002271,372485,091428,1397/10/04
6362140000004014,372485,093556,1397/10/04
5028060000104152,372485,094815,1397/10/04
6280234000001380,372582,104738,1397/10/03
6221061000002669,372582,011102,1397/10/03
6274120000100818,372582,111122,1397/10/03
6277600000105625,372582,120913,1397/10/03
5028068000000173,372582,123257,1397/10/03
6280235000001971,372582,132810,1397/10/03
6104332000002229,372582,140455,1397/10/03
6362140000004092,372582,150721,1397/10/03
6395995000000282,372582,153015,1397/10/03
5029380000004052,372582,161727,1397/10/03
6369490000004044,372582,164327,1397/10/03
6221065000002553,372582,172855,1397/10/03
6280236000002875,372582,175213,1397/10/03
6221060000102984,372582,185723,1397/10/03
6393469000000443,372582,192318,1397/10/03
5041728000003384,372582,202051,1397/10/05
5029380000004042,372582,204217,1397/10/05
6221067000002081,372582,020654,1397/10/05
6037700000101364,372582,214002,1397/10/05
6281570000103746,372582,220918,1397/10/05
6280238000002243,372582,022220,1397/10/05
6280232000003367,372582,230411,1397/10/05
5028068000002252,372582,232607,1397/10/05
6037990000103969,372582,032442,1397/10/05
6104334000000534,372582,034116,1397/10/05
6369490000004099,372582,044014,1397/10/05
5028066000003049,372582,051036,1397/10/05
5057850000004021,372582,061507,1397/10/05
6369490000004183,372582,064450,1397/10/05
6037700000000919,372582,074817,1397/10/05
6393461000003460,372582,081323,1397/10/05
5029380000004127,372582,091440,1397/10/05
6362140000004105,372582,093556,1397/10/05
5028062000003751,372582,094815,1397/10/05
6369490000004164,372679,104738,1397/10/06
6221065000003578,372679,011102,1397/10/06
6279610000100808,372679,111122,1397/10/06
6362140000004158,372679,120913,1397/10/06
5029380000004032,372679,123257,1397/10/06
6369490000004181,372679,132810,1397/10/06
6221060000001592,372679,140455,1397/10/06
6393463000002921,372679,150721,1397/10/06
6396070000103122,372679,153015,1397/10/06
5058010000106297,372679,161727,1397/10/06
6395990000105136,372679,164327,1397/10/06
6277600000099039,372679,172855,1397/10/06
6369490000100900,372679,175213,1397/10/06
6221064000001629,372679,185723,1397/10/06
5028060000099281,372679,192323,1397/10/06
5892107000003704,372679,202051,1397/10/06
5057850000004139,372679,204217,1397/10/06
6280235000000003,372679,020654,1397/10/06
6104330000000243,372679,214002,1397/10/06
6362140000004084,372679,220918,1397/10/06
6362140000004038,372679,022220,1397/10/06
6369490000004008,372679,230411,1397/10/06
5057850000004039,372679,232607,1397/10/06
6037994000003738,372679,032442,1397/10/06
6221061000000035,372679,034116,1397/10/06
6395993000001931,372679,044014,1397/10/06
5029380000004000,372679,051036,1397/10/06
5894630000103343,372679,061507,1397/10/06
5028064000003765,372679,064542,1397/10/06
6063730000102097,372679,074817,1397/10/06
6393469000003792,372679,081323,1397/10/06
5892103000001280,372679,091440,1397/10/06
6393465000000607,372679,093556,1397/10/06
5041722000000872,372679,094815,1397/10/06
5028060000104954,372776,104839,1397/10/07
6277600000101050,372776,011102,1397/10/07
6362140000004168,372776,111122,1397/10/07
6369490000004023,372776,120913,1397/10/07
5057850000004138,372776,123257,1397/10/07
5029380000004106,372776,132857,1397/10/07
6221063000001813,372776,140455,1397/10/07
6393470000104616,372776,150721,1397/10/07
5028064000000012,372776,153024,1397/10/07
6037704000001744,372776,161727,1397/10/07
6395996000002739,372776,164327,1397/10/07
6280231000003821,372776,172855,1397/10/07
5028060000099884,372776,175325,1397/10/07
6276480000099587,372776,185723,1397/10/07
5028061000003458,372776,192323,1397/10/07
6037690000099106,372776,202051,1397/10/07
5058010000102265,372776,204217,1397/10/07
6369490000004172,372776,020654,1397/10/07
6104332000002816,372776,214002,1397/10/07
6393462000003222,372776,220918,1397/10/07
6393460000100190,372776,022220,1397/10/07
6369490000004133,372776,230411,1397/10/07
5057850000004145,372776,232607,1397/10/07
6104339000003486,372776,032442,1397/10/07
6221064000003615,372776,034116,1397/10/07
6395999000001787,372776,044014,1397/10/07
5057850000004102,372776,051036,1397/10/07
6037692000000152,372776,061507,1397/10/07
5028068000003556,372776,064542,1397/10/07
6104332000000646,372776,074817,1397/10/07
5028060000104557,372776,081335,1397/10/07
6037708000000637,372776,091440,1397/10/07
6393700000101265,372776,093556,1397/10/07
5057850000004012,372776,094815,1397/10/07
5028063000000666,372873,104839,1397/10/08
6280232000002457,372873,011102,1397/10/08
6369490000004028,372873,111122,1397/10/08
6395990000099890,372873,120913,1397/10/08
5058010000101086,372873,123257,1397/10/08
5892101000002742,372873,132857,1397/10/08
6274120000106688,372873,140455,1397/10/08
5029380000004047,372873,150813,1397/10/08
5057850000004035,372873,153024,1397/10/08
6104335000001891,372873,161727,1397/10/08
5029380000004077,372873,164344,1397/10/08
6367950000106166,372873,172855,1397/10/08
5028061000003955,372873,175325,1397/10/08
6280230000103789,372873,185723,1397/10/08
5029380000004199,372873,192323,1397/10/08
6037990000101329,372873,202051,1397/10/08
6037698000003063,372873,204217,1397/10/08
5029380000004078,372873,020656,1397/10/08
6221060000002024,372873,214002,1397/10/08
6393470000102272,372873,220918,1397/10/08
6393466000001253,372873,022220,1397/10/08
6395995000001790,372873,230411,1397/10/08
6037693000002654,372873,232607,1397/10/08
6219863000001410,372873,032442,1397/10/08
6276480000103793,372873,034116,1397/10/08
5028067000000597,372873,044030,1397/10/08
5057850000100950,372873,051036,1397/10/08
6037992000001707,372873,061507,1397/10/08
5057850000004043,372873,064542,1397/10/08
6219869000001303,372873,074817,1397/10/08
5028063000000224,372873,081335,1397/10/08
6104337000003516,372873,091440,1397/10/08
5029380000004130,372873,093556,1397/10/08
5894630000102369,372873,094815,1397/10/08
5041722000003264,372970,104839,1397/10/09
6369490000004007,372970,011102,1397/10/09
6395990000102751,372970,111122,1397/10/09
6395995000003378,372970,120913,1397/10/09
6037698000002705,372970,123257,1397/10/09
6037706000003592,372970,132857,1397/10/09
6280230000000686,372970,140455,1397/10/09
5058010000105619,372970,150813,1397/10/09
6037692000003280,372970,153024,1397/10/09
6221066000001325,372970,161727,1397/10/09
5892100000102644,372970,164344,1397/10/09
6369490000004131,372970,172855,1397/10/09
5029380000100161,372970,175325,1397/10/09
6362140000106512,372970,185723,1397/10/09
5041729000003026,372970,192323,1397/10/09
6037994000001586,372970,202051,1397/10/09
6037703000002037,372970,204217,1397/10/09
5892100000103955,372970,020656,1397/10/09
6221063000002213,372970,214002,1397/10/09
5028064000000600,372970,221019,1397/10/09
5029380000004148,372970,022231,1397/10/09
6396070000106065,372970,230411,1397/10/09
6037699000000411,372970,232607,1397/10/09
6273810000099953,372970,032442,1397/10/09
6280231000000018,372970,034116,1397/10/09
5029380000004006,372970,044030,1397/10/09
6037696000003954,372970,051036,1397/10/09
6037997000001445,372970,061507,1397/10/09
5057850000004149,372970,064542,1397/10/09
6221062000003485,372970,074817,1397/10/09
5041722000002566,372970,081335,1397/10/09
6221068000003880,372970,091440,1397/10/09
5892103000002557,372970,093556,1397/10/09
6037691000003681,372970,094815,1397/10/09
5057850000004021,373067,104839,1397/10/10
6369490000004132,373067,011102,1397/10/10
6395996000002065,373067,111122,1397/10/10
5028065000003283,373067,121013,1397/10/10
6037703000001591,373067,123257,1397/10/10
6104337000000680,373067,132857,1397/10/10
6362140000004190,373067,140455,1397/10/10
6037704000001159,373067,150813,1397/10/10
6037998000000598,373067,153024,1397/10/10
6280233000001268,373067,161727,1397/10/10
6037705000001081,373067,164344,1397/10/10
6395994000003968,373067,172855,1397/10/10
5054160000099997,373067,175325,1397/10/10
6369490000004099,373067,185723,1397/10/10
5892108000001808,373067,192323,1397/10/10
6104339000002205,373067,202051,1397/10/10
6104331000000494,373067,204217,1397/10/10
6037705000002196,373067,020656,1397/10/10
6274880000099492,373067,214002,1397/10/10
5057850000004036,373067,221019,1397/10/10
5892104000002972,373067,022231,1397/10/10
5028063000001806,373067,230412,1397/10/10
6037999000000892,373067,232607,1397/10/10
6274120000004075,373067,032442,1397/10/10
6367950000101539,373067,034116,1397/10/10
5057850000004122,373067,044030,1397/10/10
6037701000003627,373067,051036,1397/10/10
6219860000104591,373067,061507,1397/10/10
6037694000000887,373067,064542,1397/10/10
6274120000101912,373067,074817,1397/10/10
5057850000004021,373067,081335,1397/10/10
6280237000000166,373067,091440,1397/10/10
6037708000001965,373067,093556,1397/10/10
6037992000001348,373067,094815,1397/10/10
5894630000103733,373164,104839,1397/10/01
6395995000001189,373164,011102,1397/10/01
5028067000000195,373164,111329,1397/10/01
5029080000099309,373164,121013,1397/10/01
6104331000000140,373164,123257,1397/10/01
6221068000000823,373164,132857,1397/10/01
6369490000004061,373164,140455,1397/10/01
6104335000001577,373164,150813,1397/10/01
6219866000003208,373164,153024,1397/10/01
6369490000004135,373164,161727,1397/10/01
6104336000001736,373164,164344,1397/10/01
6396070000102807,373164,172855,1397/10/01
5892108000002622,373164,175325,1397/10/01
6395993000001571,373164,185723,1397/10/01
6037690000101825,373164,192323,1397/10/01
6219862000002155,373164,202051,1397/10/01
6104335000000446,373164,204217,1397/10/01
6104336000002334,373164,020656,1397/10/01
6280230000001917,373164,214002,1397/10/01
6037692000003919,373164,221019,1397/10/01
6037709000000947,373164,022231,1397/10/01
5057850000004033,373164,230412,1397/10/01
6104331000002322,373164,232607,1397/10/01
6281570000102183,373164,032442,1397/10/01
6369490000004115,373164,034116,1397/10/01
5057850000104046,373164,044030,1397/10/01
6104330000003951,373164,051036,1397/10/01
6219865000003693,373164,061507,1397/10/01
6037699000002802,373164,064542,1397/10/01
6279610000102064,373164,074817,1397/10/01
5894630000103268,373164,081335,1397/10/01
6369490000104068,373164,091440,1397/10/01
6104338000000190,373164,093654,1397/10/01
6037997000000818,373164,094815,1397/10/01
6037692000000345,373261,104839,1397/10/02
6396070000104978,373261,011102,1397/10/02
5029380000004003,373261,111329,1397/10/02
5057850000004086,373261,121013,1397/10/02
6104335000000100,373261,123257,1397/10/02
6280235000003898,373261,132857,1397/10/02
6395991000002996,373261,140455,1397/10/02
6221066000000850,373261,150813,1397/10/02
6274120000004162,373261,153024,1397/10/02
5028060000000791,373261,161755,1397/10/02
6221067000001132,373261,164344,1397/10/02
5029380000004130,373261,172910,1397/10/02
6037690000103724,373261,175325,1397/10/02
6395999000001461,373261,185723,1397/10/02
6037990000103234,373261,192323,1397/10/02
6273530000105462,373261,202051,1397/10/02
6221061000002669,373261,204217,1397/10/02
6221067000001894,373261,020656,1397/10/02
6362140000004196,373261,214002,1397/10/02
6037998000001471,373261,221019,1397/10/02
6104338000001652,373261,022231,1397/10/02
6037692000001807,373261,230412,1397/10/02
6219867000003686,373261,232607,1397/10/02
6362140000004079,373261,032442,1397/10/02
6395994000000520,373261,034116,1397/10/02
6037697000002145,373261,044030,1397/10/02
6104333000003338,373261,051036,1397/10/02
6274120000004016,373261,061507,1397/10/02
6063730000099147,373261,064542,1397/10/02
6362140000004171,373261,074817,1397/10/02
6037692000000128,373261,081335,1397/10/02
5028068000001655,373261,091442,1397/10/02
6221069000000437,373261,093654,1397/10/02
6219860000103673,373261,094815,1397/10/02
6037992000001903,373358,104839,1397/10/03
5029380000004106,373358,011110,1397/10/03
5057850000004111,373358,111329,1397/10/03
5057850000004184,373358,121013,1397/10/03
6221061000002338,373358,123257,1397/10/03
6369490000004191,373358,132857,1397/10/03
6395997000001853,373358,140455,1397/10/03
6280233000000667,373358,150813,1397/10/03
6362140000004153,373358,153024,1397/10/03
5028060000106267,373358,161755,1397/10/03
6280234000002539,373358,164344,1397/10/03
5892103000002026,373358,172910,1397/10/03
6037990000104612,373358,175325,1397/10/03
5028060000104622,373358,185758,1397/10/03
6037994000003195,373358,192323,1397/10/03
6274120000004051,373358,202051,1397/10/03
6221065000003623,373358,204217,1397/10/03
6280234000003247,373358,020656,1397/10/03
6369490000004061,373358,214002,1397/10/03
6219867000000412,373358,221019,1397/10/03
6221069000002198,373358,022231,1397/10/03
6037997000002699,373358,230412,1397/10/03
6221062000000036,373358,232607,1397/10/03
6393462000001502,373358,032442,1397/10/03
6396070000099358,373358,034116,1397/10/03
6037702000002077,373358,044030,1397/10/03
6221060000102361,373358,051036,1397/10/03
6274120000004142,373358,061507,1397/10/03
6104331000003288,373358,064542,1397/10/03
6369490000004031,373358,074817,1397/10/03
6037992000001556,373358,081335,1397/10/03
5029380000004045,373358,091442,1397/10/03
6280237000001627,373358,093654,1397/10/03
6219865000002619,373358,094815,1397/10/03
6037997000001468,373455,104839,1397/10/11
5892101000003058,373455,011110,1397/10/11
5057850000103155,373455,111329,1397/10/11
6037695000002968,373455,121013,1397/10/11
6221065000003045,373455,123257,1397/10/11
5028063000001139,373455,132901,1397/10/11
5028066000001156,373455,140508,1397/10/11
6369490000004134,373455,150813,1397/10/11
6395990000001224,373455,153024,1397/10/11
5029380000004163,373455,161755,1397/10/11
6369490000004170,373455,164344,1397/10/11
6037708000001841,373455,172910,1397/10/11
6037995000000262,373455,175325,1397/10/11
5028063000000224,373455,185758,1397/10/11
6104339000003298,373455,192323,1397/10/11
6281570000099775,373455,202051,1397/10/04
6277600000101433,373455,204217,1397/10/04
6369490000004170,373455,020656,1397/10/04
6395991000003544,373455,214002,1397/10/04
6274120000004173,373455,221019,1397/10/04
6280238000000315,373455,022231,1397/10/04
6219866000001494,373455,230412,1397/10/04
6274120000004180,373455,232607,1397/10/04
6393470000100755,373455,032442,1397/10/04
5028066000003416,373455,034125,1397/10/04
6104330000102350,373455,044030,1397/10/04
6221064000001353,373455,051036,1397/10/04
6362140000004022,373455,061507,1397/10/04
6219868000002495,373455,064542,1397/10/04
6395990000104467,373455,074817,1397/10/04
6037997000001365,373455,081335,1397/10/04
5057850000004141,373455,091442,1397/10/04
6369490000105738,373455,093654,1397/10/04
6274120000004015,373455,094815,1397/10/04
6219860000105151,373552,104839,1397/10/03
6037706000003858,373552,011110,1397/10/03
6037697000001488,373552,111329,1397/10/03
6037700000101463,373552,121013,1397/10/03
6277600000100312,373552,123257,1397/10/03
5057850000004024,373552,132901,1397/10/03
5029080000102363,373552,140508,1397/10/03
5028067000003158,373552,150819,1397/10/03
5028067000001904,373552,153058,1397/10/03
5041723000001089,373552,161755,1397/10/03
5028064000001483,373552,164359,1397/10/03
6104338000000129,373552,172910,1397/10/03
6104339000003673,373552,175325,1397/10/03
5041722000002566,373552,185758,1397/10/03
6219863000000527,373552,192323,1397/10/03
6362140000004063,373552,202051,1397/10/05
6280232000002509,373552,204217,1397/10/05
5029380000004113,373552,020728,1397/10/05
6395997000002471,373552,214002,1397/10/05
6362140000004153,373552,221019,1397/10/05
6393460000003494,373552,022231,1397/10/05
6274120000004146,373552,230412,1397/10/05
6277600000104707,373552,232607,1397/10/05
5028060000104029,373552,032455,1397/10/05
5029380000004000,373552,034125,1397/10/05
6104334000000385,373552,044030,1397/10/05
6276480000099004,373552,051036,1397/10/05
6362140000004119,373552,061507,1397/10/05
6221062000001748,373552,064542,1397/10/05
6395996000002555,373552,074817,1397/10/05
6219860000104553,373552,081335,1397/10/05
5058010000103984,373552,091442,1397/10/05
5028065000000483,373552,093654,1397/10/05
6274120000004142,373552,094815,1397/10/05
6219865000003899,373649,104839,1397/10/06
6104337000000808,373649,011110,1397/10/06
6037702000001636,373649,111329,1397/10/06
6104330000000322,373649,121013,1397/10/06
6280232000000961,373649,123257,1397/10/06
6037692000000653,373649,132901,1397/10/06
5057850000004093,373649,140508,1397/10/06
5029380000004025,373649,150819,1397/10/06
5029380000004019,373649,153058,1397/10/06
5892105000001283,373649,161755,1397/10/06
5028068000002070,373649,164359,1397/10/06
6221068000003952,373649,172910,1397/10/06
6219863000002147,373649,175325,1397/10/06
5057850000004021,373649,185758,1397/10/06
6273810000099516,373649,192323,1397/10/06
6393461000002856,373649,202051,1397/10/06
6369490000004007,373649,204217,1397/10/06
5892103000000029,373649,020728,1397/10/06
5028066000003703,373649,214008,1397/10/06
6395990000001926,373649,221019,1397/10/06
5028063000003990,373649,022247,1397/10/06
6362140000004137,373649,230412,1397/10/06
6362140000004158,373649,232607,1397/10/06
5028062000003751,373649,032455,1397/10/06
5057850000004108,373649,034125,1397/10/06
6221060000106532,373649,044030,1397/10/06
6280230000102964,373649,051036,1397/10/06
6393465000003328,373649,061507,1397/10/06
6274120000099797,373649,064542,1397/10/06
5028060000101932,373649,074821,1397/10/06
6219865000003680,373649,081335,1397/10/06
6037698000003616,373649,091442,1397/10/06
5028069000001061,373649,093654,1397/10/06
6362140000004018,373649,094815,1397/10/06
6274120000004027,373746,104839,1397/10/07
6221068000001193,373746,011110,1397/10/07
6104330000101141,373746,111329,1397/10/07
6104332000002816,373746,121013,1397/10/07
6367950000106701,373746,123257,1397/10/07
6037997000001908,373746,132901,1397/10/07
5057850000004193,373746,140508,1397/10/07
5057850000004129,373746,150819,1397/10/07
5057850000004123,373746,153058,1397/10/07
5894630000105196,373746,161755,1397/10/07
5057850000004039,373746,164359,1397/10/07
6280237000001289,373746,172910,1397/10/07
6273810000100602,373746,175325,1397/10/07
5894630000103272,373746,185758,1397/10/07
6274120000004064,373746,192323,1397/10/07
6393469000003259,373746,202051,1397/10/07
6369490000004132,373746,204217,1397/10/07
6037707000003707,373746,020728,1397/10/07
5029380000004000,373746,214008,1397/10/07
5028060000002250,373746,221023,1397/10/07
5057850000004035,373746,022247,1397/10/07
6395990000000143,373746,230412,1397/10/07
6369490000004011,373746,232607,1397/10/07
5041722000000872,373746,032455,1397/10/07
5057850000101121,373746,034125,1397/10/07
6221064000003285,373746,044030,1397/10/07
6362140000105930,373746,051036,1397/10/07
6393700000104034,373746,061507,1397/10/07
6279610000099476,373746,064542,1397/10/07
5028062000001430,373746,074821,1397/10/07
6274120000004016,373746,081335,1397/10/07
6037703000003659,373746,091442,1397/10/07
5057850000004065,373746,093654,1397/10/07
6362140000004116,373746,094815,1397/10/07
6274120000004144,373843,104839,1397/10/08
6280236000000245,373843,011110,1397/10/08
6104334000000187,373843,111329,1397/10/08
6221060000002024,373843,121013,1397/10/08
6369490000004131,373843,123257,1397/10/08
6219866000000716,373843,132901,1397/10/08
6037696000001715,373843,140508,1397/10/08
5058010000099927,373843,150819,1397/10/08
5057850000106019,373843,153058,1397/10/08
6037709000002443,373843,161755,1397/10/08
5057850000004141,373843,164359,1397/10/08
6369490000105010,373843,172910,1397/10/08
6274120000004075,373843,175325,1397/10/08
6037692000000128,373843,185758,1397/10/08
6281570000101664,373843,192323,1397/10/08
5028066000002658,373843,202133,1397/10/08
6395995000001206,373843,204217,1397/10/08
6104337000003153,373843,020728,1397/10/08
5057850000004108,373843,214008,1397/10/08
5028061000001510,373843,221023,1397/10/08
6037692000002930,373843,022247,1397/10/08
5028060000003982,373843,230426,1397/10/08
6395990000003705,373843,232607,1397/10/08
5057850000004012,373843,032455,1397/10/08
6037697000000273,373843,034125,1397/10/08
6276480000103127,373843,044030,1397/10/08
6369490000004097,373843,051036,1397/10/08
5028063000001369,373843,061553,1397/10/08
6362140000004165,373843,064542,1397/10/08
5029380000105428,373843,074821,1397/10/08
6274120000004142,373843,081335,1397/10/08
6104331000001759,373843,091442,1397/10/08
5057850000004157,373843,093654,1397/10/08
6393465000002824,373843,094815,1397/10/08
6362140000004022,373940,104839,1397/10/09
6369490000004191,373940,011110,1397/10/09
6221060000105697,373940,111329,1397/10/09
6221063000002248,373940,121013,1397/10/09
6395995000000654,373940,123257,1397/10/09
6274120000004144,373940,132901,1397/10/09
6037700000105394,373940,140508,1397/10/09
6037698000001102,373940,150819,1397/10/09
6037698000000247,373940,153058,1397/10/09
6037992000003843,373940,161755,1397/10/09
6037693000002136,373940,164359,1397/10/09
5029380000004055,373940,172917,1397/10/09
6281570000102832,373940,175325,1397/10/09
6037992000001609,373940,185758,1397/10/09
6362140000004067,373940,192323,1397/10/09
5029080000106467,373940,202133,1397/10/09
6396070000105166,373940,204217,1397/10/09
6221068000003140,373940,020728,1397/10/09
5057850000101872,373940,214008,1397/10/09
5029380000004192,373940,221023,1397/10/09
6037998000000497,373940,022247,1397/10/09
5028061000003003,373940,230426,1397/10/09
6395995000002959,373940,232607,1397/10/09
5894630000102356,373940,032455,1397/10/09
6037702000000289,373940,034125,1397/10/09
6280230000106230,373940,044030,1397/10/09
6395993000001285,373940,051036,1397/10/09
5028064000000937,373940,061553,1397/10/09
6369490000004026,373940,064542,1397/10/09
5054160000105247,373940,074821,1397/10/09
6362140000004022,373940,081335,1397/10/09
6104335000001177,373940,091442,1397/10/09
6037694000001919,373940,093654,1397/10/09
6393700000103170,373940,094815,1397/10/09
6362140000004124,374037,104839,1397/10/10
5028065000003283,374037,011114,1397/10/10
6221064000002805,374037,111329,1397/10/10
6274880000099635,374037,121013,1397/10/10
6396070000103660,374037,123257,1397/10/10
6362140000004124,374037,132901,1397/10/10
6104330000002279,374037,140508,1397/10/10
6037703000000774,374037,150819,1397/10/10
6037702000003679,374037,153058,1397/10/10
6104338000002630,374037,161755,1397/10/10
6037699000000064,374037,164359,1397/10/10
5892100000002446,374037,172917,1397/10/10
6362140000004079,374037,175325,1397/10/10
6037997000001371,374037,185758,1397/10/10
6393462000000655,374037,192323,1397/10/10
5057850000004100,374037,202133,1397/10/10
5028060000000467,374037,204227,1397/10/10
6280236000003132,374037,020728,1397/10/10
6037697000000679,374037,214008,1397/10/10
5041726000001147,374037,221023,1397/10/10
6219866000003190,374037,022247,1397/10/10
5029380000004199,374037,230426,1397/10/10
5028060000100926,374037,232627,1397/10/10
6037691000003681,374037,032455,1397/10/10
6104330000099237,374037,034125,1397/10/10
6367950000101273,374037,044030,1397/10/10
6395999000000939,374037,051036,1397/10/10
5057850000004024,374037,061553,1397/10/10
6395990000101533,374037,064542,1397/10/10
5892109000002880,374037,074821,1397/10/10
6362140000004119,374037,081335,1397/10/10
6221061000003319,374037,091442,1397/10/10
6037699000003644,374037,093654,1397/10/10
5028063000001548,374037,094825,1397/10/10
6393465000003348,374134,104839,1397/10/01
5029080000099373,374134,011114,1397/10/01
6276480000102086,374134,111329,1397/10/01
6280230000001917,374134,121013,1397/10/01
5028067000002436,374134,123301,1397/10/01
6393700000105716,374134,132901,1397/10/01
6104333000000535,374134,140508,1397/10/01
6104330000106001,374134,150819,1397/10/01
6104330000104237,374134,153058,1397/10/01
6219860000106310,374134,161755,1397/10/01
6037999000000096,374134,164359,1397/10/01
6037704000002574,374134,172917,1397/10/01
6393462000002382,374134,175325,1397/10/01
6219860000104572,374134,185758,1397/10/01
6393470000100218,374134,192323,1397/10/01
5057850000100088,374134,202133,1397/10/01
5028060000105725,374134,204227,1397/10/01
6369490000103039,374134,020728,1397/10/01
6037702000000838,374134,214008,1397/10/01
5892106000003409,374134,221023,1397/10/01
6274120000004162,374134,022247,1397/10/01
5041729000001672,374134,230426,1397/10/01
5028062000000779,374134,232627,1397/10/01
6037992000001123,374134,032455,1397/10/01
6104333000003423,374134,034125,1397/10/01
6369490000004114,374134,044030,1397/10/01
5029380000004077,374134,051045,1397/10/01
5057850000004036,374134,061553,1397/10/01
6395996000001146,374134,064542,1397/10/01
6037691000001451,374134,074821,1397/10/01
6393465000003260,374134,081335,1397/10/01
6221066000000165,374134,091442,1397/10/01
6063730000101159,374134,093654,1397/10/01
5057850000004033,374134,094825,1397/10/01
6393700000104579,374231,104839,1397/10/02
5057850000004086,374231,011114,1397/10/02
6280230000105446,374231,111329,1397/10/02
6362140000004196,374231,121013,1397/10/02
5029380000004019,374231,123301,1397/10/02
5028060000101370,374231,132917,1397/10/02
6221060000003815,374231,140508,1397/10/02
6104334000003082,374231,150819,1397/10/02
6104334000001862,374231,153058,1397/10/02
6221069000003438,374231,161755,1397/10/02
6104331000001946,374231,164359,1397/10/02
6104335000003422,374231,172917,1397/10/02
6393470000101435,374231,175325,1397/10/02
6219865000003680,374231,185758,1397/10/02
5028060000103346,374231,192349,1397/10/02
6037696000003305,374231,202133,1397/10/02
5029380000004163,374231,204227,1397/10/02
5028063000002637,374231,020747,1397/10/02
6104330000100197,374231,214008,1397/10/02
6037690000002746,374231,221023,1397/10/02
6362140000004152,374231,022247,1397/10/02
5892108000001258,374231,230426,1397/10/02
5029380000102669,374231,232627,1397/10/02
6037997000000818,374231,032455,1397/10/02
6221060000102803,374231,034125,1397/10/02
6395994000000397,374231,044030,1397/10/02
5892100000101693,374231,051045,1397/10/02
6037692000000953,374231,061553,1397/10/02
5029380000004113,374231,064557,1397/10/02
6037991000001621,374231,074821,1397/10/02
6393700000103843,374231,081335,1397/10/02
6277600000103296,374231,091442,1397/10/02
6104332000000213,374231,093654,1397/10/02
6037692000001474,374231,094825,1397/10/02
5028060000101452,374328,104850,1397/10/03
5057850000004184,374328,011114,1397/10/03
6367950000100273,374328,111329,1397/10/03
6369490000004068,374328,121013,1397/10/03
5057850000004125,374328,123301,1397/10/03
5028062000001109,374328,132917,1397/10/03
6221063000003468,374328,140508,1397/10/03
