گذرنامه,کدملی
J38790971,4870277765
J38819712,4872073985
Y80006301,4873936262
J38983095,4874833629
Y83080790,4874874828
Y81050326,4875559639
J38985729,4876208003
J38992910,4876520187
J39032315,4877345625
J39037438,4878623877
J39066234,4879397819
Y75504890,4879452900
Y75004058,4880540746
J39170649,4880744195
Y84224876,4881285316
Y78333762,4881741773
Y80727245,4882705426
Y85058301,4886257724
J39193206,4888062531
Y78701807,4888391102
J39203141,4889579941
J39228898,4890003464
J39250464,4890046551
J39305068,4890495943
J39359758,4890983172
J39402368,4893900313
Y78262318,489392258
J39470452,4895161743
J39536637,4895170736
J39562670,4895493800
J39655446,4895743035
J39763493,4896129043
Y72308683,4898433032
J39772083,4899286273
Y71493584,4905000674
Y86520060,4906763264
J39787330,4907382412
J39855751,4908315776
Y90332096,4911385924
J39875299,4911743994
Y83723817,4913321637
J39905473,4914695672
J39970420,4915074818
L20010373,4917826791
L20070826,4918202288
L20122100,4919061691
L20149768,4920057687
L20196400,4920386719
L20282803,4921223479
L20318750,4923484266
Y83546951,492365337
L20341858,4923927315
L20348195,4925483940
L20369440,4926322274
Y88621853,4928445391
L20424794,4928714598
L20438750,4928853290
L20480708,4929457921
L20560922,4929594601
L20601008,4931567157
L20641551,4936347282
L20647824,4937708218
L20661556,4939906799
L20699431,4940912680
Y80694008,4941619475
L20703931,4943458362
L20718825,4945314002
L20785526,4947197179
L20804817,4947360303
L20826424,4947676045
Y87286633,4950678901
Y87219340,4953649370
L20840869,4955638112
L20924952,4955817421
Y80140861,4955906335
L20960650,4956597431
L20987156,4957555086
L21009731,4957627289
Y73213357,4958064273
L21020596,4961271820
L21109894,4962516648
L21114549,4963152713
Y84765011,4964069765
Y81105086,4964943750
Y90294715,4966134316
L21130899,4967145272
Y75518044,4967513173
L21137271,4968994663
L21210365,4969408053
L21220440,4970766242
L21247918,4971926514
Y84430191,4973492202
Y76896854,4973675260
L21258799,4974074405
Y82612287,4974243667
L21298115,4974423751
Y80403610,4974766348
Y83901277,4976311119
L21310342,4977718575
L21334550,4978405743
Y81149513,4980912262
Y88111931,4982301236
L21384415,4984530474
Y78213336,4984797423
Y82857084,4987026747
L21388183,4989882490
L21390834,4991213798
L21447398,4992146838
L21459417,4993817925
Y81033025,4995679905
Y84480605,4996321190
L21502127,4996634196
L21504380,4997693732
Y73606068,4998481246
Y83332383,4999483356
Y83661653,5000286404
L21519081,5001165571
Y81424229,5001266666
L21526152,5002293402
L21592549,5002299678
L21606664,5002420414
L21618626,5005331405
L21622072,5009283961
L21679786,5009530676
L21707802,5009806599
L21811031,5010501181
L21836303,5011525161
Y83048159,501238363
L21860607,5015204528
L21949890,5022715034
L22000390,5026812594
L22042831,5027396149
L22048357,5027643474
L22073697,5027891288
L22097561,5029233655
L22161578,5030694798
L22200984,5033758705
L22217737,5033797744
Y80007632,503382449
L22259551,5036926892
L22262698,5037264522
L22290063,5040185354
L22296964,5041563386
L22406612,5044590057
L22483825,5049059124
L22498403,5051591558
L22536232,5053484269
L22562427,5055242684
L22575700,5055470540
L22600560,5057674494
L22600693,5066966033
L22614850,5067908361
L22641333,5069041557
L22649332,5073734361
L22655605,5073804052
L22671482,5077363853
L22684441,5077806801
L22724665,5082939526
L22742427,5082954768
L22755664,5083436172
Y87098089,508352679
L22763335,5086606164
L22779330,5090943997
Y72441765,509270953
L22823570,5096377084
L22869325,5099040931
L22908739,5099454944
L22990858,5100496771
L23003960,5102458788
L23023004,5102733882
L23032578,5108521768
Y72990961,51097443
L23112869,5110408906
L23168868,5110847810
L23182538,5111533105
L23197202,5112818518
L23200052,5113656579
L23213621,5114668723
L23220769,5115096722
L23267779,5116863394
L23388378,5120521968
L23399094,5121126533
L23400072,5121789890
L23401787,5123588158
L23418427,5125406910
L23449773,5126517650
L23465092,5128880980
L23510831,5129863200
Y90318589,513201512
L23567205,5132016672
L23580721,5132223340
L23600727,5135477874
L23666084,5136490259
L23725062,5136665564
L23732983,5137907196
L23764539,5138420925
L23795347,5140740937
L23856831,5141907637
L24010872,5142715281
L24052967,5143819335
L24060804,5146711961
L24093466,5148831104
L24102109,5149267494
L24216082,5153267598
L24247232,5155042580
L24260842,5155850651
L24299240,5158290181
L24405343,5159156083
L24415023,5163503748
L24422159,5166068731
L24467256,5166916044
L24495975,5167444240
L24575675,5172145957
L24627874,5172148033
Y78868849,517228527
L24639214,5175098709
L24651358,5177689370
L24703576,5184165966
L24785967,5193704663
L24805295,5196151189
L24817316,5196670353
L24820137,5200223953
L24823175,5200753408
L24918256,5201097605
L24926012,5201143062
L24972114,5203119017
L24972786,5205168523
L24994487,5205514736
Y72998966,520600813
L25037716,5206075683
L25051804,5206807134
L25083320,5207105812
L25240017,5210156724
L25340929,5210281703
L25408335,5211036209
L25496979,5211921601
L25549190,5212166188
L25606597,5212461614
L25628948,5213623134
L25662943,5213646266
L25671193,5214142187
L25735061,5214997773
L25745414,5215479509
L25791536,5216131841
L25860584,5216717449
L25926322,5216898673
L25957531,5217001471
Y86498169,521728178
L25968213,5217650825
L25981662,5218969111
L26015524,5219435235
L26211177,5219455991
L26262326,5221437467
L26273091,5222363509
L26276524,5223380319
Y90142435,522431723
L26323949,5224348912
L26336357,5224466349
L26357040,5226772688
L26371009,5227633060
Y88019381,522777453
L26429830,5227777650
L26442733,5228401260
L26460484,5229690129
L26470867,5230140526
L26479427,5230194923
L26525273,5230465375
L26526644,5231808267
L26557255,5232020391
L26602688,5232571784
L26610234,5233466423
L26611975,5235545206
L26624536,5237664741
L26654513,5237861516
L26678872,5238572129
L26725304,5239258337
L26815351,5239267213
L26825083,5239701719
L26911798,5239821271
L26930806,5240241447
L26971797,5242878986
L27046482,5242897820
L27064767,5243036989
L27079774,5243800301
L27096333,5243974052
L27120435,5244509599
L27185465,5244526065
L27196574,5244985772
L27256201,5244986101
L27269358,5245925728
L27286933,5245936146
L27305684,5246059804
L27305838,5246626242
L27337538,5247097355
L27349082,5247111005
L27365301,5248501257
L27380952,5248601831
L27439335,5248793198
L27456076,5249948507
L27527789,5250081344
L27639052,5250216570
L27672038,5251369471
L27725422,5251798791
L27732473,5252154134
L27733019,5252557651
L27776728,5252672685
L27783197,5252724015
L27794804,5253160876
L27835241,5253595374
L27914748,5254043780
L27938825,5254262717
L27971831,5254702421
L27997079,5255365943
L28158122,5255370867
L28197565,5256182328
L28247998,5256209967
L28306131,5256582471
L28360419,5257345761
L28428743,5257487566
L28475494,5257749797
L28513459,5259239481
L28552890,5261327492
L28602226,5261385058
L28641815,5262374563
L28644950,5262697882
L28733682,5263520490
L28787452,5263821929
L28808178,5263913460
L28814942,5264008770
L28820022,5264079813
L28874967,5265189232
L28939705,5265922977
L28953180,5266047728
L29007870,5267494946
L29035609,5267851278
L29054835,5268119332
L29066584,5268875752
L29226031,5268978894
L29232794,5269514448
L29268501,5270250360
L29326578,5270743423
L29435347,5272519347
L29468045,5274054340
L29542125,5274571492
L29563966,5276110892
L29653852,5276679094
L29657865,5277458490
Y78566096,527752284
L29659740,5278490783
L29669014,5278880560
L29707854,5279206649
L29817614,5279331608
L29838354,5279655778
L29843939,5280050785
L29891856,5280725002
L29899438,5281059648
L29915840,5282028967
L29984494,5282123551
M10006490,5282921868
M10163026,5283047421
M10191985,5283310809
M10302041,5283421501
M10524260,5283507819
M10631779,5284715060
M10664966,5284976514
M10673809,5285995575
M10728814,5286211158
M10795763,5286415212
M10856294,5286553152
M11016418,5287001048
M11121483,5288613050
M11136698,5290340119
M11262242,5290759431
M11318243,5290972190
M11415357,5291048477
M11477341,5291477402
M11517636,5292099724
M11549471,5292445068
M11594789,5292612046
M11653061,5292921739
M11662830,5296111216
M11794199,5296897257
M11813644,5297032937
M11941043,5297060824
Y77441300,529745417
M12268109,5298047607
M12288915,5299173394
M12364351,5299960663
M12431347,5302172229
M12478692,5302190779
M12510949,5304084478
M12571352,5304086851
M12606530,5304241267
M12759828,5305397831
M12811443,5306401298
M12897456,5306917029
M12904028,5306926113
M12980611,5307527964
M12993093,5308260369
M13006336,5308337685
M13108346,5308494410
M13110460,5309801935
M13119760,5310014250
Y80597585,531157290
M13278572,5312014820
M13365350,5312553082
Y88541554,531327445
M13386436,5315047965
M13437739,5316791687
M13486532,5318200992
M13565961,5318359934
M13623520,5318499086
M13716883,5321278834
M13758242,5321526621
M13784961,5322057124
M13906702,5323177809
M13960775,5324507556
M13968723,5326173759
M13989685,5327712848
M14004212,5328181845
M14022303,5328715584
M14077113,5328913852
M14080277,5329123587
M14092553,5329645708
M14174261,5330187761
M14188370,5333591263
M14204392,5335018957
M14224318,5335051892
M14280836,5335636241
M14289147,5336145283
M14308878,5337336787
M14350877,5337841846
M14371734,5338028856
M14493134,5338664583
M14583189,5339126872
M14588246,5339677462
M14594115,5340044470
M14638689,5340872390
M14709852,5342945070
M14801742,5343785140
M14854474,5343868036
M14976783,5346535611
M14978400,5347028808
M15145254,5348571760
M15153453,5349194220
M15171086,5349957829
M15186401,5350499629
M15226115,5350548724
M15367205,5350551198
M15402780,5350618400
M15483781,5353037429
M15486383,5353594321
M15501508,5354246047
M15508219,5354467892
M15534060,5354564509
M15577065,5354713747
M15607522,5355105461
M15609201,5355377478
M15832578,5355757662
M15849916,5356379554
M15891758,5359070519
M15903568,5359298112
M15946579,5360325733
Y72351602,536046188
M15950606,5361091618
M16054988,5361273553
M16091874,5361778591
M16263085,5362225641
M16345422,5362550516
M16352120,5362606371
M16407136,5362779910
M16459041,5364044237
M16546893,5365476719
M16579635,5365723189
M16589641,5366343259
M16623843,5367753377
M16689105,5369994848
M16691283,5370394317
M16763625,5372748318
M16869717,5372760259
M16901043,5373089937
M16982747,5376405584
M17023720,5376606634
M17054269,5376991418
M17159708,5378019090
M17352618,5378609252
Y75610362,537893161
M17409080,5379092649
M17414041,5380968730
M17438042,5381120799
M17697889,5383144155
M17714964,5385163542
M17804836,5385365029
M17815393,5388481795
M17849629,5388737034
M17915971,5389578541
M17923118,5389839015
M17998753,5390708891
M18187229,5391284512
M18227884,5392539222
M18231726,5392762107
M18252219,5393200724
Y81107787,539402408
M18291230,5394494584
M18305120,5394977755
M18357444,5396503859
M18391129,5396839019
M18445897,5397108408
M18481598,5398983678
M18589949,5400729572
M18590354,5401032919
M18636449,5401603555
M18665934,5401627853
Y88458451,540379157
M18673369,5404032470
M18806933,5404530226
M18857359,5404802153
M18931213,5404844917
M19064549,5405276213
M19079554,5405581864
M19090669,5406295941
M19100588,5406817242
M19183083,5407008639
Y81456597,540729293
M19226803,5409103181
M19258486,5410693707
M19302852,5411098055
M19316099,5411432703
M19332437,5411826194
M19333254,5411996476
M19354924,5412240191
M19366326,5412399262
M19385658,5414445802
M19405870,5415211616
M19410095,5415300432
M19425344,5416911782
M19498303,5417073380
M19531937,5418313172
M19562173,5418735048
M19573319,5420444543
M19700775,5420481381
M19748934,5421708312
M19774852,5425271833
M19779635,5425721803
M19855199,5425907097
M19863362,5426849645
M19874932,5427911403
P60013840,5428262845
P60015071,5429613499
P60022240,5431103623
P60035220,5431896624
P60054331,5433126760
P60067900,5434004070
P60072876,5434311406
P60073602,5434648279
P60084850,5436285926
P60084997,5436289169
P60093504,5436732534
P60096936,5436859500
P60105234,5437426926
P60116678,5438138757
P60127358,5438304339
P60161404,5438808310
P60182519,5439224791
P60183535,5439276743
P60189909,5440498035
P60190165,5441581166
P60217753,5442442290
P60220815,5443112440
P60222765,5443154088
P60228107,5443699825
P60249822,5443854673
P60252621,5444408366
P60255780,5445521322
P60261636,5445556670
P60263909,5445942089
P60265924,5446799988
P60273183,5447385885
P60298041,5447560384
P60302386,5448578532
P60309338,5448973357
P60309599,5449100005
P60319275,5449511420
P60319625,5449537205
P60324185,5452201672
P60355118,5452729748
P60360032,5453082870
P60375234,5453465115
P60377012,5453788657
P60409252,5454348363
P60419525,5456096720
P60444502,5456767118
P60446568,5457653902
P60456330,5457800311
P60466202,5458404431
P60477105,5458861785
P60487374,5459780180
P60487730,5460498998
P60524079,5460503043
P60528894,5460735623
P60532706,5460763941
P60551368,5461142204
P60561348,5461376217
P60574489,5461464663
P60617305,5462502221
P60624983,5462995218
P60662922,5463952241
P60668532,5464762801
P60668762,5464783848
P60669587,5465123517
P60675181,5465306154
P60682220,5465816328
P60707461,5468864789
P60709392,5469781030
P60710569,5470173839
P60716027,5471378967
P60719014,5472306734
P60723503,5474944587
P60747940,5474975735
P60751651,5475299473
P60758909,5476021733
P60771443,5476965871
P60792174,5476974297
P60795879,5477505591
P60816929,5477507117
A28309158,5478121400
A14483813,5478137955
S22707004,5478154510
A31872338,5478171065
S30638866,5478187620
A14069094,5478204175
S19721064,5478220730
A29432087,5478237285
X31616280,5478253840
A19267203,5478270395
O17849061,5478286950
A25500931,5478303505
O17720961,5478320060
O17134416,5478336615
A11985022,5478353170
A14889016,5478369725
A18699104,5478386280
A26431411,5478402835
A24245519,5478419390
S30723620,5478435945
E12195802,5478452500
S28165720,5478469055
E12243604,5478485610
A12527123,5478502165
V20949730,5478518720
A16726319,5478535275
A23749684,5478551830
X31111915,5478568385
A21877223,5478584940
A15910227,5478601495
A16170485,5478618050
A30599305,5478634605
A20113750,5478651160
S23069168,5478667715
A12487544,5478684270
V20879072,5478700825
U16128448,5478717380
A25587740,5478733935
A23904111,5478750490
A24447428,5478767045
A29499235,5478783600
A23502559,5478800155
R15849664,5478816710
A29535767,5478833265
S26143047,5478849820
A14236485,5478866375
S27438659,5478882930
A31602090,5478899485
S30863170,5478916040
A26133390,5478932595
S27534122,5478949150
A33196673,5478965705
A20525279,5478982260
S24067770,5478998815
A12500955,5479015370
C11721058,5479031925
S24262689,5479048480
S30110698,5479065035
G13463860,5479081590
A25732086,5479098145
X31339982,5479114700
S28412464,5479131255
A25451057,5479147810
A26599007,5479164365
A12964045,5479180920
A13262130,5479197475
A18723963,5479214030
Q21202568,5479230585
A26624320,5479247140
A15077034,5479263695
Q21614609,5479280250
A30410942,5479296805
A12622187,5479313360
S23334983,5479329915
S24965211,5479346470
A28599589,5479363025
S22157221,5479379580
E33169293,5479396135
A31681529,5479412690
A18135931,5479429245
A23357435,5479445800
A32758123,5479462355
A24499962,5479478910
S22358107,5479495465
S25934171,5479512020
A14429749,5479528575
A32384616,5479545130
S19473233,5479561685
S30576493,5479578240
A13427653,5479594795
Z32953712,5479611350
S27299251,5479627905
O17901078,5479644460
A27399743,5479661015
R15817271,5479677570
S28691973,5479694125
S23698863,5479710680
A27901369,5479727235
S25285947,5479743790
X31783104,5479760345
V20515398,5479776900
P60827954,5479791395
A21054297,5479793455
A14319787,5479810010
E12706506,5479826565
A30365280,5479843120
A19873074,5479859675
A27559179,5479876230
S23449855,5479892785
R15148734,5479909340
E12564506,5479925895
Q21102157,5479942450
A29632334,5479959005
A29961999,5479975560
A14167473,5479992115
S29292945,5480008670
S19424411,5480025225
A14595438,5480041780
S23832703,5480058335
A11706389,5480074890
A30756483,5480091445
A23826484,5480108000
A11277498,5480124555
X31811787,5480141110
Q21710208,5480157665
A33063974,5480174220
E12508848,5480190775
V20838468,5480207330
S30622930,5480223885
X31483276,5480240440
Z32825680,5480256995
Z32033387,5480273550
S28986416,5480290105
S24214519,5480306660
S28088344,5480323215
R15017971,5480339770
A26573642,5480356325
A22526001,5480372880
A30119538,5480389435
A24983263,5480405990
C11479843,5480422545
S19636714,5480439100
A16314138,5480455655
S28838450,5480472210
S26577535,5480488765
S25493671,5480505320
S30406612,5480521875
A32879376,5480538430
A13785074,5480554985
A21329680,5480571540
A11583319,5480588095
S28919942,5480604650
A32769150,5480621205
A30539861,5480637760
S23512091,5480654315
S24021986,5480670870
E33147594,5480687425
A14618358,5480703980
S29529571,5480720535
V20631109,5480737090
A27043384,5480753645
A19313611,5480770200
S24450968,5480786755
A14921134,5480803310
A21511849,5480819865
A28730156,5480836420
A15791423,5480852975
A14034720,5480869530
A29948265,5480886085
A19942973,5480902640
S25471631,5480919195
S27356237,5480935750
S26603007,5480952305
V20538543,5480968860
A30667017,5480985415
S25039310,5481001970
Z32469611,5481018525
A20314703,5481035080
P60836584,5481037116
A17550793,5481051635
A25118988,5481068190
A20661646,5481084745
A23705554,5481101300
A12827256,5481117855
V20157201,5481134410
S18083818,5481150965
A22331065,5481167520
A23162833,5481184075
O17560846,5481200630
A32984514,5481217185
R15076701,5481233740
A12658531,5481250295
G13091559,5481266850
P60859503,5481267929
A31576618,5481283405
V20699324,5481299960
A16936571,5481316515
S25645651,5481333070
A13742401,5481349625
A29070605,5481366180
H14616568,5481382735
A33147066,5481399290
E12009230,5481415845
S35874718,5481432400
A35102211,5481448955
S37565891,5481465510
A38777040,5481482065
B39368863,5481498620
A35255472,5481515175
N38916227,5481531730
A36682623,5481548285
S37104727,5481564840
S37877956,5481581395
A39435206,5481597950
S35639377,5481614505
A35713510,5481631060
A35698127,5481647615
S35018596,5481664170
S36468405,5481680725
P60862706,5481696616
A36770937,5481697280
S35860168,5481713835
A36709421,5481730390
S34926898,5481746945
S37990318,5481763500
S35782931,5481780055
S35592407,5481796610
S35932255,5481813165
S35826018,5481829720
S36126384,5481846275
A34385798,5481862830
S37579848,5481879385
A37927089,5481895940
A39604427,5481912495
S36783132,5481929050
A34725809,5481945605
N38777962,5481962160
S34254680,5481978715
A39197116,5481995270
A34611958,5482011825
A39717607,5482028380
S37829472,5482044935
S36806401,5482061490
A35916391,5482078045
A37938992,5482094600
N38333374,5482111155
A38472397,5482127710
A37457620,5482144265
S34701705,5482160820
S37792728,5482177375
S34312243,5482193930
S35289580,5482210485
A35929741,5482227040
S36347622,5482243595
S34767476,5482260150
A37505202,5482276705
A38364390,5482293260
A39712382,5482309815
S37847838,5482326370
S37900296,5482342925
A39446866,5482359480
B39694803,5482376035
A38502017,5482392590
A34983742,5482409145
S36169233,5482425700
B39179105,5482442255
S35610383,5482458810
A36291536,5482475365
S37536477,5482491920
S37295111,5482508475
S36981447,5482525030
A34553487,5482541585
S35687481,5482558140
N38532783,5482574695
A37072814,5482591250
A34937598,5482607805
A34236842,5482624360
S37789685,5482640915
A35129465,5482657470
A35197486,5482674025
A36171816,5482690580
A37994430,5482707135
S35269993,5482723690
A39377885,5482740245
A38720752,5482756800
A37644857,5482773355
B39324889,5482789910
A34338394,5482806465
P60863512,5482822974
N38826868,5482823020
A34291594,5482839575
A37008423,5482856130
A39216552,5482872685
S36111910,5482889240
S37601792,5482905795
A38047844,5482922350
A35836755,5482938905
A39567644,5482955460
S37661469,5482972015
A38782274,5482988570
N38043276,5483005125
S34864178,5483021680
A37619619,5483038235
S35748181,5483054790
N38473625,5483071345
A31805234,5483087900
S23725117,5483104455
Z32730850,5483121010
A17756630,5483137565
S18002822,5483154120
A31075092,5483170675
A28462679,5483187230
C11913927,5483203785
E12486630,5483220340
A16038074,5483236895
A13231769,5483253450
A31954969,5483270005
G13260807,5483286560
A24843056,5483303115
A17643553,5483319670
A15000237,5483336225
A16410968,5483352780
A26062776,5483369335
A22718390,5483385890
A30506227,5483402445
S18172897,5483419000
C11604828,5483435555
R15247681,5483452110
A17112754,5483468665
S30811869,5483485220
S23807450,5483501775
X31582887,5483518330
H14601357,5483534885
A20700639,5483551440
A25492214,5483567995
A28331750,5483584550
G13826537,5483601105
A29796648,5483617660
A30267540,5483634215
S29138135,5483650770
A25629383,5483667325
S29574090,5483683880
S24654192,5483700435
S24238504,5483716990
A26171207,5483733545
S27925691,5483750100
H14073645,5483766655
A15842594,5483783210
A14278712,5483799765
A31747114,5483816320
E12793452,5483832875
S27847424,5483849430
P60866174,5483849840
Q21538161,5483865985
H14476423,5483882540
U16394852,5483899095
A32005924,5483915650
E12828251,5483932205
A18551585,5483948760
A29272963,5483965315
A16556903,5483981870
E12596629,5483998425
E12640663,5484014980
A13111461,5484031535
S26189667,5484048090
A28129692,5484064645
S23411771,5484081200
A32081069,5484097755
Z32746046,5484114310
S18100912,5484130865
A32743873,5484147420
U16908595,5484163975
A29528500,5484180530
A27199760,5484197085
G13793741,5484213640
E12488040,5484230195
A11326376,5484246750
S19927545,5484263305
A25212855,5484279860
A31228965,5484296415
A28273719,5484312970
S29959325,5484329525
A15893151,5484346080
A12233752,5484362635
A18039793,5484379190
Q21909368,5484395745
A26876351,5484412300
A15067290,5484428855
A27264830,5484445410
H14140498,5484461965
A25989512,5484478520
A23075213,5484495075
A28060526,5484511630
G13966534,5484528185
P60870305,5484535484
A30624494,5484544740
A27742319,5484561295
S30567099,5484577850
A31463080,5484594405
S25250111,5484610960
S29827874,5484627515
A14798425,5484644070
A23244812,5484660625
H14842007,5484677180
A11814950,5484693735
S25514555,5484710290
A25313706,5484726845
A36245633,5484743400
S34265322,5484759955
S37929073,5484776510
A35815365,5484793065
A36088494,5484809620
A36728871,5484826175
B39260233,5484842730
A37838848,5484859285
S36595978,5484875840
N38277813,5484892395
N38905711,5484908950
A34500815,5484925505
A35700757,5484942060
A38613886,5484958615
A34274770,5484975170
A38534114,5484991725
A39695392,5485008280
A36356111,5485024835
A34969527,5485041390
S36313550,5485057945
A38029253,5485074500
S35655181,5485091055
S37948431,5485107610
A37809630,5485124165
A34529018,5485140720
S34234384,5485157275
A38677208,5485173830
N38517424,5485190385
S37525589,5485206940
A34714386,5485223495
S34653733,5485240050
S35463442,5485256605
S37455406,5485273160
B39198721,5485289715
S37472430,5485306270
S34954918,5485322825
B39846898,5485339380
A34601622,5485355935
A37837535,5485372490
B39228413,5485389045
S37277718,5485405600
B39585874,5485422155
B39300992,5485438710
A38544217,5485455265
S34491182,5485471820
S35806549,5485488375
A38073306,5485504930
S34336085,5485521485
S36730240,5485538040
S34619895,5485554595
A37824191,5485571150
A34487224,5485587705
A38706145,5485604260
A37566747,5485620815
S35971739,5485637370
A37896162,5485653925
A38728171,5485670480
S36566325,5485687035
A36479410,5485703590
S37891855,5485720145
P60882499,5485724152
A39143579,5485736700
A35687823,5485753255
S35097036,5485769810
A37733311,5485786365
A39352043,5485802920
A38483915,5485819475
A39229805,5485836030
A35748789,5485852585
N38724416,5485869140
S37740962,5485885695
A35525395,5485902250
S34586685,5485918805
A34452466,5485935360
B39307117,5485951915
A37935495,5485968470
A34956680,5485985025
S34988413,5486001580
B39544886,5486018135
A36201689,5486034690
S36295716,5486051245
S35359177,5486067800
N38965974,5486084355
N38375225,5486100910
S35425163,5486117465
A39879643,5486134020
S36764655,5486150575
S35512382,5486167130
A38990599,5486183685
A35401674,5486200240
N38802315,5486216795
A36744485,5486233350
N38730733,5486249905
A37541059,5486266460
S36189662,5486283015
A34324696,5486299570
S36683082,5486316125
A34259451,5486332680
A37032295,5486349235
A34989486,5486365790
S36725503,5486382345
N38412496,5486398900
A39693293,5486415455
B39872116,5486432010
S34287461,5486448565
B39572271,5486465120
S36433513,5486481675
A38334042,5486498230
B39244759,5486514785
A39699701,5486531340
B39091012,5486547895
A38904106,5486564450
B39797167,5486581005
B39825476,5486597560
S35158829,5486614115
S35058549,5486630670
A38856489,5486647225
A36980563,5486663780
S34715876,5486680335
A36723980,5486696890
A38430657,5486713445
S34565903,5486730000
A39269087,5486746555
N38754464,5486763110
A35928508,5486779665
S34482425,5486796220
S34648776,5486812775
A36324978,5486829330
S37854807,5486845885
N38386047,5486862440
A37790953,5486878995
A39258624,5486895550
N38558042,5486912105
A38131538,5486928660
S37837687,5486945215
B39477560,5486961770
A35861831,5486978325
A35885621,5486994880
N38195929,5487011435
N38341470,5487027990
S36744094,5487044545
A37286822,5487061100
A36298969,5487077655
B39559780,5487094210
S34522604,5487110765
S34632019,5487127320
A36804396,5487143875
A39589702,5487160430
A39299674,5487176985
A35331053,5487193540
S36968236,5487210095
A34729107,5487226650
A35623426,5487243205
A35041238,5487259760
B39046333,5487276315
A39204284,5487292870
N38625383,5487309425
S36388374,5487325980
P60885404,5487328407
N38464347,5487342535
S34377112,5487359090
N38860770,5487375645
S34433537,5487392200
S35331734,5487408755
A38208834,5487425310
A35958869,5487441865
S34946049,5487458420
S37021932,5487474975
S35108681,5487491530
S37511837,5487508085
S35929332,5487524640
S36248761,5487541195
A36067919,5487557750
N38130528,5487574305
B39036281,5487590860
S34608110,5487607415
N38060890,5487623970
A36592458,5487640525
S34461868,5487657080
A34701033,5487673635
A35640106,5487690190
S35837224,5487706745
S34686794,5487723300
A36444274,5487739855
A37617219,5487756410
S34831640,5487772965
A35853781,5487789520
S35699672,5487806075
B39710618,5487822630
B39437668,5487839185
N38571745,5487855740
A37514615,5487872295
S35204289,5487888850
A36852460,5487905405
A34831684,5487921960
A34354947,5487938515
S34977690,5487955070
N38752087,5487971625
A36915987,5487988180
S36514735,5488004735
A39305520,5488021290
S36269739,5488037845
A24620344,5488054400
S25627872,5488070955
A20610220,5488087510
A20039547,5488104065
E12386480,5488120620
A14819736,5488137175
S30529814,5488153730
S27588518,5488170285
A21559574,5488186840
E33104165,5488203395
A15160011,5488219950
S19154152,5488236505
A25262283,5488253060
A19444202,5488269615
S23145611,5488286170
R15566789,5488302725
A30842778,5488319280
H14050003,5488335835
A23663118,5488352390
A17818769,5488368945
A17097715,5488385500
S22194749,5488402055
S19293907,5488418610
S19748265,5488435165
S30288951,5488451720
Z32689241,5488468275
A12569811,5488484830
S18580270,5488501385
A18356892,5488517940
U16714575,5488534495
A19181798,5488551050
S29220801,5488567605
A32626114,5488584160
S27735430,5488600715
A12335425,5488617270
U16527919,5488633825
S18305776,5488650380
S30943718,5488666935
A26531302,5488683490
S27774089,5488700045
A30574649,5488716600
S30424726,5488733155
S29728610,5488749710
A31624807,5488766265
A18788784,5488782820
S22213445,5488799375
A24485022,5488815930
A24762123,5488832485
A19615624,5488849040
E12039578,5488865595
A22168036,5488882150
A23870380,5488898705
A13904991,5488915260
A27830842,5488931815
S26883500,5488948370
A18283664,5488964925
A24139129,5488981480
A32698361,5488998035
A22210363,5489014590
G13745080,5489031145
A13181301,5489047700
P60892952,5489056158
A19683293,5489064255
S24496088,5489080810
S29434407,5489097365
H14687330,5489113920
A28863054,5489130475
V20352636,5489147030
S23044392,5489163585
S27084999,5489180140
A15632291,5489196695
E12821262,5489213250
G13167493,5489229805
S26519556,5489246360
R15904263,5489262915
S26393256,5489279470
A14082169,5489296025
H14339406,5489312580
E12938933,5489329135
H14563105,5489345690
A13563020,5489362245
A14603323,5489378800
A21624753,5489395355
X31880576,5489411910
V20052822,5489428465
S26005484,5489445020
H14912509,5489461575
Z32625282,5489478130
C11275600,5489494685
H14256360,5489511240
A15258256,5489527795
S18771673,5489544350
A17911239,5489560905
A23061567,5489577460
S27028609,5489594015
A29177487,5489610570
A19725782,5489627125
E12964787,5489643680
S26407629,5489660235
A24236709,5489676790
A13799969,5489693345
Z32762353,5489709900
A30969451,5489726455
V20442946,5489743010
A26275890,5489759565
A30722507,5489776120
A31894325,5489792675
A20456555,5489809230
O17801142,5489825785
S22727152,5489842340
G13778616,5489858895
V20911508,5489875450
X31665224,5489892005
A20911303,5489908560
S23893029,5489925115
R15520466,5489941670
A20840633,5489958225
G13212040,5489974780
S29505773,5489991335
S19142811,5490007890
A33163831,5490024445
H14997663,5490041000
A15529585,5490057555
U16040910,5490074110
S24775256,5490090665
A27011042,5490107220
A26920221,5490123775
A22889141,5490140330
S18877794,5490156885
R15664364,5490173440
A12315784,5490189995
A19098301,5490206550
S18704237,5490223105
S30201381,5490239660
O17093100,5490256215
Q21011382,5490272770
A29332244,5490289325
A20421719,5490305880
S26766566,5490322435
A12034535,5490338990
P60896334,5490346145
C11300273,5490355545
S29358543,5490372100
G13350785,5490388655
A12924834,5490405210
H14812625,5490421765
U16290351,5490438320
A27332103,5490454875
A18098529,5490471430
S25348977,5490487985
A16120526,5490504540
A27506149,5490521095
A28927633,5490537650
A17405791,5490554205
A23428139,5490570760
A12475286,5490587315
O17105261,5490603870
Y78977876,549060622
A19145744,5490620425
